Direct?;From;To;Type;Member;FromMember
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/PriceAnalysisSimulation/PriceAnalysisSimulation;cs+class://Qnh/Sbs/PricingTool/Common/Model/Simulation/SimulationBase;MethodCall;Description;cs+class://Qnh/Sbs/PricingTool/Simulation/ViewModel/PriceAnalysis/PriceAnalysisViewModel/SetSimulationImpl
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/HistoricalData/SalesHistory;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Business/MasterData/PastAverageMargin/GetMargins
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Market;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Data/MarketProvider/ChangeMarket
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Market;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Data/MarketProvider/ChangeMarket
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Market;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Data/MarketProvider/GetActiveMarket
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Market;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Data/MarketProvider/GetActiveMarket
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Market;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Data/MarketProvider/GetActiveMarket
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Market;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Data/MarketProvider/GetAvailableMarkets
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Market;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Data/MarketContext/GetAvailableMarketsForUser
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Market;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/MarketDetailViewModel/LoadMarketData
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Market;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/MarketsViewModel/ChangeSelection
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Market;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/MarketsViewModel/CreateViewModel
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Market;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/MarketsViewModel/ViewModelOnPurgeRequested
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Market;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/MarketsViewModel/ViewModelOnPurgeRequested
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Market;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/MarketViewModel/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/PastAverageMarginProductSeries;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Business/MasterData/PastAverageMargin/GetMargins
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/ShapeCoefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/MasterData/ViewModel/ShapeCoefficientsViewModel/OnChangesSaved
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/SurfaceTreatmentArea;cs+class://Qnh/Sbs/PricingTool/Common/Model/SurfaceTreatmentAreaBase;MethodCall;Section;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/Item/GetArea
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/SurfaceTreatmentArea;cs+class://Qnh/Sbs/PricingTool/Common/Model/SurfaceTreatmentAreaBase;MethodCall;SurfaceTreatmentType;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/Item/GetArea
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/SurfaceTreatmentArea;cs+class://Qnh/Sbs/PricingTool/Common/Model/SurfaceTreatmentAreaBase;MethodCall;Area;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/Item/GetArea
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/SellingPriceSimulation/SellingPriceSimulation;cs+class://Qnh/Sbs/PricingTool/Common/Model/Simulation/ItemSpecificSimulation;MethodCall;SimulationId;cs+class://Qnh/Sbs/PricingTool/Common/Model/SellingPriceSimulation/SellingPriceSimulationItem/Clone
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/SellingPriceSimulation/SellingPriceSimulation;cs+class://Qnh/Sbs/PricingTool/Common/Model/Simulation/ItemSpecificSimulation;MethodCall;SimulationId;cs+class://Qnh/Sbs/PricingTool/Business/Simulation/SellingPriceSimulationBusiness/OpenExistingSimulation
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/SellingPriceSimulation/SellingPriceSimulation;cs+class://Qnh/Sbs/PricingTool/Common/Model/Simulation/ItemSpecificSimulation;MethodCall;SimulationId;cs+class://Qnh/Sbs/PricingTool/Simulation/ViewModel/SellingPrice/SellingPriceSimulationViewModel/Duplicate
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/SellingPriceSimulation/SellingPriceSimulation;cs+class://Qnh/Sbs/PricingTool/Common/Model/Simulation/ItemSpecificSimulation;MethodCall;Description;cs+class://Qnh/Sbs/PricingTool/Simulation/ViewModel/SellingPrice/SellingPriceSimulationViewModel/DuplicateCompleted
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/SellingPriceSimulation/SellingPriceSimulation;cs+class://Qnh/Sbs/PricingTool/Common/Model/Simulation/ItemSpecificSimulation;MethodCall;SimulationId;cs+class://Qnh/Sbs/PricingTool/Simulation/ViewModel/SellingPrice/SellingPriceSimulationViewModel/CreateNewVersion
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/SellingPriceSimulation/SellingPriceSimulation;cs+class://Qnh/Sbs/PricingTool/Common/Model/Simulation/ItemSpecificSimulation;MethodCall;SimulationId;cs+class://Qnh/Sbs/PricingTool/Simulation/ViewModel/SellingPrice/SellingPriceSimulationViewModel/LoadAllItems
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Simulation/SimulationBase;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;DateModified;cs+class://Qnh/Sbs/PricingTool/Simulation/ViewModel/SimulationListViewModel/FilterModel
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/ProductSeries;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Business/Simulation/GlobalPriceChangeBusiness/CreateFromDb
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/Profile;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/Item;MethodCall;ItemNumber;cs+class://Qnh/Sbs/PricingTool/Common/Model/Export/Fields/Length/Prepare
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/SurfaceTreatmentGroup;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/RalCodeCollection/AddItem
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/RalCodeCollection;cs+class://Qnh/Dtm/Controls/ViewModel/TagSourceCollection[1];MethodCall;CollectionChanged;cs+class://Qnh/Sbs/PricingTool/MasterData/ViewModel/ColourCoefficientsViewModel/OnItemsRefreshed
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/RalCodeCollection;cs+class://Qnh/Dtm/Controls/ViewModel/TagSourceCollection[1];MethodCall;Remove;cs+class://Qnh/Sbs/PricingTool/MasterData/ViewModel/ColourCoefficientsViewModel/ApplyModificationsToDatabaseItem
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/RalCodeCollection;cs+class://Qnh/Dtm/Controls/ViewModel/TagSourceCollection[1];MethodCall;Add;cs+class://Qnh/Sbs/PricingTool/MasterData/ViewModel/ColourCoefficientsViewModel/ApplyModificationsToDatabaseItem
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Security/UserMarketMapping;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Data/MarketContext/GetAvailableMarketsForUser
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Security/UserMarketMapping;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/UserMarketMappingViewModel/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Security/UserMarketMapping;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/MarketDetailViewModel/OnUserMappingsChanged
True;cs+class://Qnh/Sbs/PricingTool/Common/Properties/Settings;cs+class://System/Configuration/ApplicationSettingsBase;MethodCall;Save;cs+class://Qnh/Sbs/PricingTool/Data/MarketProvider/ChangeMarket
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ItemNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/LeafNode;MethodCall;IsCheckedDirectlySet;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ItemLoader/LoadItems
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ItemNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/LeafNode;MethodCall;IsChecked;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ItemLoader/ProductTypeCheckedChanged
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ItemNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/LeafNode;MethodCall;IsChecked;cs+class://Qnh/Sbs/PricingTool/Simulation/ViewModel/NewSimulation/SimulationFactory/SelectedItemsVisitor/Visit
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ItemNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/LeafNode;MethodCall;IsChecked;cs+class://Qnh/Sbs/PricingTool/Simulation/ViewModel/NewSimulation/Statistics/StatisticsVisitor/Visit
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ItemNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/LeafNode;MethodCall;Parent;cs+class://Qnh/Sbs/PricingTool/Simulation/ViewModel/NewSimulation/Statistics/StatisticsVisitor/Visit
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ItemNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/LeafNode;MethodCall;Parent;cs+class://Qnh/Sbs/PricingTool/Simulation/ViewModel/NewSimulation/Statistics/StatisticsVisitor/Visit
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ProductRangeNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode;MethodCall;IsChecked;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ItemLoader/LoadRangesAndSeries
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ProductRangeNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode;MethodCall;IsCheckedDirectlySet;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ItemLoader/LoadRangesAndSeries
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ProductRangeNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode;MethodCall;AddChild;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ItemLoader/LoadRangesAndSeries
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ProductRangeNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode;MethodCall;IsChecked;cs+class://Qnh/Sbs/PricingTool/MasterData/ViewModel/ItemSelector/ItemSelectorViewModel/ClearSelection
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ProductRangeNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode;MethodCall;IsChecked;cs+class://Qnh/Sbs/PricingTool/Simulation/ViewModel/NewSimulation/NewItemSpecificSimulationViewModel[1]/ClearSelection
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ProductRangeNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode;MethodCall;IsChecked;cs+class://Qnh/Sbs/PricingTool/Simulation/ViewModel/NewSimulation/SimulationFactory/SelectedItemsVisitor/RetrieveSelection
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ProductRangeNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/RootNode;MethodCall;IsChecked;cs+class://Qnh/Sbs/PricingTool/Simulation/ViewModel/NewSimulation/SimulationFactory/SelectedItemsVisitor/RetrieveSelection
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ProductSeriesNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/MiddleNode;MethodCall;IsCheckedDirectlySet;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ItemLoader/LoadRangesAndSeries
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ProductSeriesNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/MiddleNode;MethodCall;AddChild;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ItemLoader/LoadItems
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ProductSeriesNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/MiddleNode;MethodCall;Parent;cs+class://Qnh/Sbs/PricingTool/MasterData/ViewModel/ItemSelector/SelectionEventArgsVisitor/Visit
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ShapeNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/MiddleNode;MethodCall;IsCheckedDirectlySet;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ItemLoader/LoadItems
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ShapeNode;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/MiddleNode;MethodCall;AddChild;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ItemChooser/ItemLoader/LoadItems
False;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/StartPageViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase;MethodCall;PropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/View/NavigationView/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/NavigationViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ViewModelBase;MethodCall;DisplayName;cs+class://Qnh/Sbs/PricingTool/MasterData/MasterDataNavigation/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/NavigationViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/ViewModelBase;MethodCall;DisplayName;cs+class://Qnh/Sbs/PricingTool/MasterData/MasterDataNavigation/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Data/ImportContext;cs+class://System/Data/Entity/DbContext;MethodCall;Database;cs+class://Qnh/Sbs/PricingTool/Data/DataImporter/ExecuteExecutionCommand
True;cs+class://Qnh/Sbs/PricingTool/Data/ImportContext;cs+class://System/Data/Entity/DbContext;MethodCall;SaveChanges;cs+class://Qnh/Sbs/PricingTool/Data/ImportWrapper/SaveChanges
True;cs+class://Qnh/Sbs/PricingTool/Data/ImportContext;cs+class://System/Data/Entity/DbContext;MethodCall;Dispose;cs+class://Qnh/Sbs/PricingTool/Data/ImportWrapper/RecreateContext
True;cs+class://Qnh/Sbs/PricingTool/Data/ImportContext;cs+class://System/Data/Entity/DbContext;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Data/ImportWrapper/Set
True;cs+class://Qnh/Sbs/PricingTool/Data/ImportContext;cs+class://System/Data/Entity/DbContext;MethodCall;Database;cs+class://Qnh/Sbs/PricingTool/Data/ImportWrapper/InvalidateShapeCoefficientValues
True;cs+class://Qnh/Sbs/PricingTool/Data/ImportContext;cs+class://System/Data/Entity/DbContext;MethodCall;Database;cs+class://Qnh/Sbs/PricingTool/Data/ImportWrapper/CleanupUnusedMasterData
True;cs+class://Qnh/Sbs/PricingTool/Data/ImportContext;cs+class://System/Data/Entity/DbContext;MethodCall;Database;cs+class://Qnh/Sbs/PricingTool/Data/ImportWrapper/DeleteBatch
True;cs+class://Qnh/Sbs/PricingTool/Data/ImportContext;cs+class://System/Data/Entity/DbContext;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Data/ImportWrapper/Delete
True;cs+class://Qnh/Sbs/PricingTool/Data/MarketContext;cs+class://Qnh/Sbs/PricingTool/Data/PricingToolContext;MethodCall;UserMarketMappings;cs+class://Qnh/Sbs/PricingTool/Data/MarketProvider/GetActiveMarket
True;cs+class://Qnh/Sbs/PricingTool/Data/PricingToolContext;cs+class://System/Data/Entity/DbContext;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/Set
True;cs+class://Qnh/Sbs/PricingTool/Data/PricingToolContext;cs+class://System/Data/Entity/DbContext;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/Add
True;cs+class://Qnh/Sbs/PricingTool/Data/PricingToolContext;cs+class://System/Data/Entity/DbContext;MethodCall;SaveChanges;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/SaveChanges
True;cs+class://Qnh/Sbs/PricingTool/Data/PricingToolContext;cs+class://System/Data/Entity/DbContext;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/Delete
True;cs+class://Qnh/Sbs/PricingTool/Data/PricingToolContext;cs+class://System/Data/Entity/DbContext;MethodCall;Entry;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/Reload
True;cs+class://Qnh/Sbs/PricingTool/Data/PricingToolContext;cs+class://System/Data/Entity/DbContext;MethodCall;Database;cs+class://Qnh/Sbs/PricingTool/Data/ContextWrapper/GetDatabaseUsers
